scenario,t,incident,mean_violation,mean_eps,polarization_ideology,polarization_affective,mean_A,mean_B,std_all
privacy_first,28,0.0,0.0,0.4459064011650498,0.06568958562341368,0.15934150276399314,0.6664486947096954,0.6751817405563594,0.05695653977674966
privacy_first,29,0.0,0.0,0.43366056118424834,0.06442765546003593,0.164572635369153,0.6910933944372598,0.6995043359349163,0.05601671396237939
privacy_first,30,0.0,0.0,0.420961995560994,0.0628075321203106,0.17005361594202598,0.7131118042472996,0.720925353806074,0.054993982561536155
privacy_first,31,1.0,0.0,0.47271185684623496,0.0632636370207359,0.17554899098699356,0.7484827907141985,0.7567590676201298,0.054987360114804644
privacy_first,32,0.0,0.0,0.480735275494745,0.06370427081512436,0.18115614475199773,0.785726255427247,0.7946598123527004,0.05477071388967086
privacy_first,33,0.0,0.0,0.46874051877354006,0.06247010421334787,0.18654220135475286,0.8206833725257452,0.829541035894856,0.053612440844237115
privacy_first,34,0.0,0.0,0.4555600656008185,0.06075021530861119,0.1920007541463714,0.8523257220810212,0.8603286697419832,0.0527472676476492
privacy_first,35,1.0,0.0,0.5080743083774538,0.05693493924460857,0.19761123010301243,0.8973105406117512,0.9037947309335153,0.05045074892284451
privacy_first,36,0.0,0.0,0.5154955574898997,0.05447299667539236,0.2031284693696147,0.9424213131613446,0.948384766853527,0.04850954298320993
privacy_first,37,0.0,0.0,0.503078273702404,0.046471830565275374,0.20888490801838314,0.9792949805166462,0.983973658402926,0.04179315267899553
privacy_first,38,1.0,0.0,0.5520346973014955,0.038037605997813854,0.21441546310006288,0.9952753552478044,0.9980776993673625,0.03523526187825581
privacy_first,39,0.0,0.0,0.5594196860546686,0.03433417167364784,0.21971653461924576,0.9970166513132532,0.9996643068614945,0.03168651612540653
privacy_first,40,0.0,0.0,0.5471024924416471,0.03054164558029528,0.22496024638647572,0.9973917840880684,0.9999331254472968,0.028000304221066825
privacy_first,41,0.0,0.0,0.5350916558841994,0.027518148132378677,0.23039644723474376,0.997695393971551,0.9998632377575828,0.025350304346346934
privacy_first,42,1.0,0.0,0.5568293353494593,0.019693346034952427,0.2359113272077581,0.9984384875771077,0.999876357841399,0.018255475770661108
privacy_first,43,0.0,0.0,0.5646249399319635,0.0056629480150447034,0.24100373935403976,0.999590298156135,0.9998807723202252,0.005372473850954477
privacy_first,44,0.0,0.0,0.553105616891558,0.0010885985226902802,0.24631560325877813,0.9999170046908378,0.9999525710464272,0.0010530321671008466
privacy_first,45,0.0,0.0,0.5397294802918738,0.0018179793210580549,0.25174441395943165,0.9998931154686237,0.9997913229327507,0.0017161867851851083
privacy_first,46,0.0,0.0,0.5271419966519564,0.0011647457680901373,0.25708041301966267,0.9999477253563774,0.9998525786123466,0.0010695990240592544
privacy_first,47,0.0,0.0,0.51455097028319,0.000783342137735342,0.2624014478911098,0.9999465563062772,0.9999239431851731,0.0007607290166312662
privacy_first,48,0.0,0.0,0.5024875718262329,0.0012693895546365122,0.26785104144029026,0.9998607698799877,0.999882669769671,0.0012474896649532488
privacy_first,49,0.0,0.0,0.48973073284464097,0.0017969675654488561,0.27331123019046805,0.9998137501371152,0.9997818839917022,0.0017651014200359052
privacy_first,50,0.0,0.0,0.47695140343073333,0.0013182139823198506,0.2785780508886739,0.999834167815305,0.9998324123301441,0.001316458497158947
privacy_first,51,1.0,0.0,0.5300757267920481,0.0007220379827777567,0.2839309762607764,0.9999295129185596,0.999926378525146,0.0007189035893641614
privacy_first,52,0.0,0.0,0.5372146895950315,0.0011134225012992152,0.2890359852318694,0.9999564916386516,0.9998404749597649,0.000997405822412494
privacy_first,53,1.0,0.0,0.5570709682030559,0.0008176009532836015,0.29435298468692433,0.9999559706118605,0.9999167325970538,0.0007783629384769486
privacy_first,54,0.0,0.0,0.564048033607864,0.0010992117457246208,0.2992990303918027,0.9999880535933533,0.9998916073352729,0.0010027654876442582
privacy_first,55,0.0,0.0,0.5518943219797817,0.0014692491625901342,0.3040752048302762,0.9999458808730711,0.9998249684921617,0.001348336781680746
privacy_first,56,0.0,0.0,0.5397560835230404,0.0014281415062458768,0.30893467133155444,0.9998233847851979,0.9999634967047182,0.0012880295867256407
privacy_first,57,0.0,0.0,0.5269044563192201,0.000940290429304665,0.31349757046538496,0.9999543854117517,0.9999262490539089,0.0009121540714618422
privacy_first,58,0.0,0.0,0.5150276585926656,0.00098474814736183,0.318200676286234,0.9999362479298008,0.999874349110261,0.0009228493278219448
privacy_first,59,0.0,0.0,0.5024616112586922,0.0013594299921181675,0.3224556398464573,0.9998402113073197,0.999862051058872,0.0013375902405658236
privacy_first,60,1.0,0.0,0.5546952889535499,0.0010103974270161712,0.3266321041106653,0.9999405452998379,0.9999029732380849,0.0009728253652631383
privacy_first,61,0.0,0.0,0.5627163319160546,0.0010579697816182133,0.3306748862614073,0.9999247400013286,0.9999070036883638,0.0010402334686534576
privacy_first,62,0.0,0.0,0.5502831303402246,0.0016321488358377026,0.3346058131650878,0.999866915509738,0.9998853186866474,0.0016137456589283264
privacy_first,63,0.0,0.0,0.5378219898976105,0.0010047955239771624,0.33864277409140436,0.9998761184940343,0.9999191435228845,0.0009617704951270436
privacy_first,64,1.0,0.0,0.5567400960462772,0.0010997411110528095,0.34249860560248874,0.9998806772013301,0.9999391707824639,0.0010412475299190645
privacy_first,65,0.0,0.0,0.5643971109814688,0.0009014880761877698,0.34639076242212075,0.9999749573940349,0.99990392079059,0.0008304514727428959
privacy_first,66,0.0,0.0,0.5512975537313791,0.0011794666137391577,0.3500565707552662,0.9999217714318289,0.9998938626704346,0.0011515578523448003
privacy_first,67,1.0,0.0,0.5564672453856225,0.00046349780368933193,0.3532281190276111,0.9999775771039572,0.999967277997476,0.0004531986972081278
privacy_first,68,0.0,0.0,0.5646645427861885,0.0013638638485937579,0.3565445306677701,0.9999798064628977,0.9997875875526343,0.001171644938330316
privacy_first,69,0.0,0.0,0.551750987857889,0.0014240924314797875,0.3594393481303832,0.9999266064506753,0.9998720701113847,0.0013695560921891425
privacy_first,70,0.0,0.0,0.5401510679884435,0.0008837823674752713,0.36251627517367285,0.9999408053499245,0.9998736293489434,0.0008166063664942206
privacy_first,71,0.0,0.0,0.5268321923009162,0.0013902834103663938,0.3653147962653146,0.9998722105287061,0.9998336219932702,0.00135169487493047
privacy_first,72,0.0,0.0,0.5148015520717372,0.0013431762699542722,0.36796442023259224,0.9999097115719012,0.9998578985023412,0.0012913632003942362
privacy_first,73,0.0,0.0,0.5022059565730528,0.001449307652404673,0.37083993737494125,0.9998093403248417,0.9998582303531197,0.0014004176241266583
privacy_first,74,0.0,0.0,0.4892180020770892,0.0016942871313801752,0.37354440302782055,0.9997935052432141,0.9998321955304891,0.0016555968441051858
privacy_first,75,0.0,0.0,0.47767000844230184,0.0020033367825482104,0.3760078361035149,0.9998071574181305,0.9996847680338605,0.0018809473982782051
privacy_first,76,0.0,0.0,0.46532104223019194,0.0014632510076265789,0.37844669653068874,0.9998580857091944,0.9997821697035814,0.0013873350020135041
privacy_first,77,0.0,0.0,0.4527752764949504,0.001798957956012883,0.3806396279014445,0.9997269809350674,0.9996915871375531,0.0017635641584986114
privacy_first,78,0.0,0.0,0.440695122535294,0.002300024424288295,0.38268566778543717,0.9995553390231171,0.9996021656517611,0.002253197795644325
privacy_first,79,0.0,0.0,0.42744492283838337,0.0028407750003789584,0.3846231413172364,0.999340955533309,0.9993715533949069,0.0028101771387810887
privacy_first,80,0.0,0.0,0.415660323182815,0.0032680928968127935,0.3863177304217401,0.9992425278838464,0.9991296334759192,0.003155198488885627
privacy_first,81,1.0,0.0,0.46741215326935764,0.002011936632219626,0.38814597890954594,0.9996803548874179,0.9997545824846569,0.001937709034980663
privacy_first,82,0.0,0.0,0.4753735274935217,0.0016214135285891004,0.38980187363719604,0.9998098226399158,0.9997536521402937,0.0015652430289669569
privacy_first,83,0.0,0.0,0.4626059129859727,0.002181425009908872,0.39143483806171064,0.999746080853279,0.9996587530015694,0.0020940971581992545
privacy_first,84,0.0,0.0,0.4511976257344198,0.0020874324054183874,0.3932041024879257,0.9997464418434376,0.9995971306684913,0.0019381212304720667
privacy_first,85,0.0,0.0,0.43822557603862894,0.0034215574156639386,0.3945278306380677,0.9995603303141873,0.9991116740199741,0.0029729011214507375
privacy_first,86,1.0,0.0,0.49073892287838916,0.0017849200984354405,0.3960010944486483,0.9999075077915203,0.9997075952190773,0.0015850075259924343
privacy_first,87,0.0,0.0,0.4986695599395902,0.0015463640317755656,0.3972819770596024,0.9997848399508932,0.9998672140314859,0.0014639899511828148
privacy_first,88,0.0,0.0,0.48572894366672875,0.0013770121737810832,0.39867951599991874,0.9997842814996841,0.9998840987965272,0.001277194876938031
privacy_first,89,0.0,0.0,0.47318229045156096,0.0012455876225970816,0.3999030528680126,0.9998244151857201,0.9998724849867624,0.001197517821554754
privacy_first,90,1.0,0.0,0.5257939344325692,0.0007634314403122504,0.4010974507288295,0.9999905119237571,0.9999127120218508,0.000685631538405989
privacy_first,91,0.0,0.0,0.5331526276597983,0.0018548137293162598,0.40231694376103844,0.9998371176661366,0.9998540630252617,0.0018378683701911508
privacy_first,92,0.0,0.0,0.5212750914384844,0.0013409560195835036,0.4033526395128507,0.9999498106820744,0.9998405189146939,0.0012316642522029997
privacy_first,93,0.0,0.0,0.5086946639476374,0.0009492456885633975,0.4043466818575266,0.999884879868927,0.9999179690745942,0.0009161564828962614
privacy_first,94,0.0,0.0,0.4963092065481019,0.001477213104670012,0.405194165963311,0.9999697497318166,0.9997716752002369,0.0012791385730902948
privacy_first,95,0.0,0.0,0.4839533403859349,0.0010689015899463508,0.4060253001635956,0.9998990023687949,0.9998895802229173,0.0010594794440687263
privacy_first,96,0.0,0.0,0.4712981600747689,0.0017074089149442307,0.4068723920598673,0.9997640879021676,0.9998245764204712,0.0016469203966406943
privacy_first,97,0.0,0.0,0.4591304258048962,0.0017217245426028175,0.40750826163902615,0.9997218922074134,0.9997595082497395,0.0016841085002767123
privacy_first,98,0.0,0.0,0.44716184867434317,0.002528812656647751,0.4082633049598517,0.9995038233638093,0.9995886947388948,0.0024439412815622464
privacy_first,99,0.0,0.0,0.4338040741843017,0.0024640131746644215,0.40885476070974464,0.9995702671844068,0.999450044694714,0.002343790684971632
privacy_first,100,0.0,0.0,0.42174861069860514,0.003550858112176795,0.40953204734752197,0.9993159927788695,0.9989963709040383,0.0032312362373455397
privacy_first,101,0.0,0.0,0.4091591643120299,0.0037860685366946276,0.4101614753546243,0.9989320702272432,0.9987914856432779,0.0036454839527293634
privacy_first,102,0.0,0.0,0.3964401281370883,0.004919116108432665,0.41078126282684085,0.9982450908754674,0.9983317064899322,0.004832500493967896
privacy_first,103,0.0,0.0,0.38366954690942434,0.0066486875770778615,0.4114442497566457,0.9971576297065121,0.9967181021391712,0.00620916000973697
privacy_first,104,0.0,0.0,0.37213433952613667,0.007557315813445147,0.4119359993440153,0.9952383475366867,0.9956156593476159,0.007180004002515999
privacy_first,105,0.0,0.0,0.37044725258527417,0.008402851256029745,0.41247254275775913,0.9943710971345517,0.9945085093905922,0.008265438999989275
privacy_first,106,0.0,0.0,0.36984437634000156,0.010108453112914905,0.41295739356900046,0.9933351380267278,0.9949312357776186,0.008512355362024148
privacy_first,107,0.0,0.0,0.3702161896800079,0.009359568095406024,0.413417994845125,0.99352649071745,0.9944400168207959,0.008446041992060194
privacy_first,108,0.0,0.0,0.3697084038558171,0.008920042322841893,0.41388032551262,0.9937437688567563,0.993948711171708,0.008715100007890176
privacy_first,109,0.0,0.0,0.37008093853131313,0.008763043196788972,0.4143559031592998,0.9942867906840559,0.9944862843985202,0.008563549482324712
privacy_first,110,1.0,0.0,0.42280474306221005,0.004719461616227498,0.414756851984896,0.9988170329660117,0.9984036433211071,0.004306071971322938
privacy_first,111,0.0,0.0,0.42995815435727663,0.003488255476424882,0.41507494130657235,0.9991862705012481,0.9992450473178015,0.0034294786598714636
privacy_first,112,0.0,0.0,0.418086012022325,0.0029406364287443967,0.41541284669677697,0.9991858908237324,0.9993212196716516,0.0028053075808252828
privacy_first,113,0.0,0.0,0.4049097449696132,0.00487932579000284,0.41566339207910996,0.9984510656951153,0.9983060616247,0.0047343217195875515
privacy_first,114,0.0,0.0,0.3932485051610555,0.005506839913524585,0.41606924781379556,0.9981993007586656,0.9976861521778229,0.004993691332681859
privacy_first,115,0.0,0.0,0.3800599674514283,0.006704334784859298,0.4163690164390115,0.9973203457052061,0.996709698608501,0.00609368768815419
privacy_first,116,0.0,0.0,0.37047290650108594,0.008128843536139694,0.41662137779266206,0.9952033724453944,0.9946422300650093,0.007567701155754622
privacy_first,117,1.0,0.0,0.42281563256957116,0.0044568699129363485,0.416835509838603,0.9985622700420438,0.998799297330613,0.004219842624367124
privacy_first,118,0.0,0.0,0.4295407438562438,0.0035463849050434795,0.4170863551576998,0.999208812342256,0.9992016746450143,0.0035392472078017803
privacy_first,119,1.0,0.0,0.48289706031671714,0.0017700308349509685,0.41735089178168894,0.9997958588598757,0.9998853168898287,0.0016805728049978862
privacy_first,120,0.0,0.0,0.4899461369797032,0.0018122493958217984,0.41762149103752905,0.9998613365736635,0.9997320053788222,0.001682918200980534
privacy_first,121,0.0,0.0,0.4774093454227415,0.0015887500824645021,0.4178471779519671,0.9998274640309539,0.9998137513504656,0.0015750374019761707
privacy_first,122,0.0,0.0,0.4646836685626857,0.00211282731583714,0.4180489560535621,0.9996027265257826,0.9997804640211267,0.00193508982049303
privacy_first,123,1.0,0.0,0.5174493178412373,0.0004292313211216113,0.4181966497413635,1.0,0.9999497052440426,0.00037893656516419725
privacy_first,124,0.0,0.0,0.5251873895221186,0.0009352666092560352,0.4183856789295073,0.999957322900614,0.9998928401922351,0.0008707839008771473
privacy_first,125,0.0,0.0,0.513374201117507,0.0009169437937766647,0.4186039329374457,0.9999148515263784,0.9999084003288214,0.000910492596219731
privacy_first,126,0.0,0.0,0.5006052986411154,0.0012574863075153157,0.41877572325622464,0.9999043703313414,0.9998555418398394,0.0012086578160133091
privacy_first,127,0.0,0.0,0.48768798443762706,0.0018207910842632951,0.4189401670463151,0.9998314751107025,0.9997181227105446,0.0017074386841054328
privacy_first,128,0.0,0.0,0.4753325718255089,0.0015592106574988766,0.4190746881122593,0.9998015432971925,0.999824386248761,0.001536367705930363
privacy_first,129,0.0,0.0,0.4633575450651319,0.002041490890776736,0.41920319642180476,0.9996532980144042,0.9997501720323198,0.0019446168728611537
privacy_first,130,0.0,0.0,0.45111516649058647,0.0021318603855426453,0.41944109468339663,0.99966766432991,0.999676455389427,0.002123069326025746
privacy_first,131,0.0,0.0,0.4381225926996721,0.0023416219140770236,0.41957351222741485,0.9994573521137294,0.9995429895883504,0.0022559844394560427
privacy_first,132,0.0,0.0,0.42603311439855196,0.002808395930122408,0.4196948034603508,0.9994238495798237,0.9993341054917283,0.002718651842027041
privacy_first,133,0.0,0.0,0.4132818584950682,0.0028082863082051616,0.4197875240956033,0.9992042576990979,0.9992220993713651,0.0027904446359380123
privacy_first,134,1.0,0.0,0.46572791061245766,0.001885937211527836,0.41993252157996236,0.9996550513432915,0.9998375074065226,0.0017034811482967514
privacy_first,135,0.0,0.0,0.47336911349416566,0.002012527537759082,0.42009459255593723,0.999753821935995,0.9996750575909941,0.0019337631927581007
privacy_first,136,0.0,0.0,0.4608024613166541,0.0017218635064414646,0.4202637035418934,0.9998045080750703,0.9996931878306629,0.0016105432620340556
privacy_first,137,0.0,0.0,0.44882166047448796,0.0018899294934836672,0.42032768853087393,0.9996735433516439,0.99970997187934,0.0018535009657876364
privacy_first,138,0.0,0.0,0.43571851749780294,0.002538631580616263,0.4204224030310197,0.9994451517577745,0.9995239021603785,0.0024598811780122964
privacy_first,139,0.0,0.0,0.4236839912592164,0.0027061855673758723,0.4205423390877157,0.9993492739595324,0.9993408484511765,0.0026977600590199807
safety_first_low_safeguards,0,0.0,0.36665675189568775,0.2706276093162983,0.818713310668332,0.009044407964268579,-0.31192776647315473,0.19030532336014588,0.3164802208350313
safety_first_low_safeguards,1,0.0,0.36665675189568775,0.2503519028625129,0.77405937626451,0.01765598403974989,-0.36612628341822684,0.10346648022585787,0.3044666126204253
safety_first_low_safeguards,2,0.0,0.36665675189568775,0.23206830300646297,0.7341242218114807,0.026141397853442515,-0.4284873071348337,0.010080976470292108,0.295555938206355
safety_first_low_safeguards,3,0.0,0.36665675189568775,0.21415220960927955,0.7017541989278183,0.03438727569705025,-0.4977493414972227,-0.0845781136535749,0.2885829710841705
safety_first_low_safeguards,4,0.0,0.36665675189568775,0.19992954327909615,0.6732558664275438,0.042460704470497934,-0.5734982970947797,-0.18220165117707954,0.28195922050984357
safety_first_low_safeguards,5,0.0,0.36665675189568775,0.18852828557401388,0.6399107066646603,0.05041329264060986,-0.6501177284915461,-0.28276080786994007,0.2725537860430543
safety_first_low_safeguards,6,0.0,0.36665675189568775,0.17981568990678176,0.6076704920920071,0.058119294753978826,-0.726252505492507,-0.38193237137780817,0.26335035797730827
safety_first_low_safeguards,7,0.0,0.36665675189568775,0.1743768899323687,0.569858474061308,0.0656480675506908,-0.799234460867477,-0.48232441116654307,0.25294842436037407
safety_first_low_safeguards,8,0.0,0.36665675189568775,0.17071615561819095,0.5238062310846495,0.07313580372069771,-0.8656322496958859,-0.5813360848030272,0.23951006619179083
safety_first_low_safeguards,9,0.0,0.36665675189568775,0.1696453221069209,0.4659530956327824,0.08010083096375216,-0.919470383727452,-0.6754202189395223,0.22190293084485269
safety_first_low_safeguards,10,0.0,0.36665675189568775,0.16912195034022248,0.3874159236237401,0.08663195924083301,-0.9538533252725787,-0.7630798342974054,0.19664243264856687
safety_first_low_safeguards,11,0.0,0.36665675189568775,0.16812315115827128,0.2995624780242788,0.09243359517241335,-0.9714815910228168,-0.8409314564006973,0.16901234340215932
safety_first_low_safeguards,12,0.0,0.36665675189568775,0.1685771378010816,0.22122583017848801,0.09795868119129958,-0.9828653396519519,-0.9092843530296122,0.14764484355614832
safety_first_low_safeguards,13,0.0,0.36665675189568775,0.16847861750468174,0.16904077805543385,0.10324755250666347,-0.9875196807619014,-0.9523260633489644,0.13384716064249683
safety_first_low_safeguards,14,0.0,0.36665675189568775,0.1682519232400208,0.14762273114796465,0.10832742372535714,-0.9897661446538497,-0.9673040496035611,0.12516063609767603
safety_first_low_safeguards,15,0.0,0.36665675189568775,0.16822487876740524,0.13873137021418241,0.1134700347763437,-0.9909322185658558,-0.9732621466374891,0.12106129828581573
safety_first_low_safeguards,16,0.0,0.36665675189568775,0.168261012585879,0.13418628558794182,0.11847795256289377,-0.9914154536522861,-0.9760464026923971,0.11881723462805276
safety_first_low_safeguards,17,0.0,0.36665675189568775,0.1690536533340071,0.13089175098552025,0.1238341863821634,-0.9919635034497294,-0.9778575353836472,0.11678578291943802
safety_first_low_safeguards,18,0.0,0.36665675189568775,0.16875882835456676,0.12729006325935915,0.12910825414605973,-0.9921745616385871,-0.9801218765061356,0.11523737812690764
safety_first_low_safeguards,19,0.0,0.36665675189568775,0.16902568973328988,0.12412713030560295,0.13410538067325145,-0.9926420516321006,-0.9820048567148397,0.11348993538834205
safety_first_low_safeguards,20,0.0,0.36665675189568775,0.16895566449291172,0.12310285569900507,0.1395218537299516,-0.9930868233534539,-0.9826335412133829,0.11264957355893405
safety_first_low_safeguards,21,0.0,0.36665675189568775,0.16856253680799926,0.12333284234375019,0.14459251121446598,-0.993370264272613,-0.9832374193777532,0.11319999744889042
safety_first_low_safeguards,22,0.0,0.36665675189568775,0.16812831776215173,0.12274899633722759,0.14988225253125972,-0.9936719112175483,-0.9835193552028199,0.11259644032249917
safety_first_low_safeguards,23,0.0,0.36665675189568775,0.1690215237697665,0.12232461870283218,0.155179165714268,-0.9940564573664331,-0.9838710774677455,0.11213923880414456
safety_first_low_safeguards,24,0.0,0.36665675189568775,0.16844396037605616,0.12134727827811348,0.16054039200430661,-0.9942197629549618,-0.9839777311668149,0.1111052464899665
safety_first_low_safeguards,25,0.0,0.36665675189568775,0.16864152700062032,0.12152166692517741,0.16576736314813376,-0.9942478616867243,-0.9838356231531301,0.11110942839158322
safety_first_low_safeguards,26,0.0,0.36665675189568775,0.16888464580027307,0.12119770341209161,0.171073414723032,-0.994015505066905,-0.9838171196737533,0.11099931801893996
safety_first_low_safeguards,27,0.0,0.36665675189568775,0.168979332075671,0.12170401512024906,0.17635454862833755,-0.9940507588427397,-0.9838072500290258,0.11146050630653512
safety_first_low_safeguards,28,0.0,0.36665675189568775,0.16913275074979073,0.1211699818246785,0.18162483928807643,-0.9939670895197774,-0.9838937111272894,0.1110966034321905
safety_first_low_safeguards,29,0.0,0.36665675189568775,0.16934356816903434,0.1207056961103966,0.1868615536216542,-0.9940523226354094,-0.9839576756358592,0.11061104911084639
safety_first_low_safeguards,30,0.0,0.36665675189568775,0.16905834917295856,0.12073189378608491,0.19233349380098533,-0.9939058831530581,-0.9840245847532721,0.110850595386299
safety_first_low_safeguards,31,0.0,0.36665675189568775,0.16852558996225392,0.12138198271463795,0.19769412580683132,-0.9937297683280826,-0.9838650011937544,0.11151721558030979
safety_first_low_safeguards,32,0.0,0.36665675189568775,0.16891100255728853,0.12174881188546378,0.20307979637763346,-0.9941409402273348,-0.9837681858467587,0.11137605750488773
safety_first_low_safeguards,33,0.0,0.36665675189568775,0.16926219615593402,0.1216827740062984,0.20834649065965083,-0.9939121681300102,-0.983700081344841,0.11147068722112924
safety_first_low_safeguards,34,0.0,0.36665675189568775,0.16850281968312023,0.1224642821511318,0.21378871880973477,-0.9939773660352336,-0.9835662824283375,0.11205319854423577
safety_first_low_safeguards,35,0.0,0.36665675189568775,0.16860447269224077,0.12348404201456059,0.21932609283473406,-0.9935300381856569,-0.9835830279973828,0.11353703182628655
safety_first_low_safeguards,36,0.0,0.36665675189568775,0.16847890705477922,0.12505809930924608,0.22497280849639653,-0.9933405987103681,-0.9834698452044918,0.11518734580336978
safety_first_low_safeguards,37,0.0,0.36665675189568775,0.16845564589822884,0.12532241892094517,0.2307481963843516,-0.9932741930457609,-0.9834943392794934,0.11554256515467762
safety_first_low_safeguards,38,0.0,0.36665675189568775,0.16854430108210952,0.1256683180850871,0.23627593612794612,-0.9933246499364384,-0.9834245740138156,0.11576824216246424
safety_first_low_safeguards,39,0.0,0.36665675189568775,0.16826774365590944,0.12505051847233867,0.24170570957999415,-0.9932839245976928,-0.9835053224167206,0.11527191629136653
safety_first_low_safeguards,40,0.0,0.36665675189568775,0.16838777136035515,0.12487253521462514,0.2469396853323191,-0.9933396071144541,-0.9834891116546931,0.11502203975486412
safety_first_low_safeguards,41,0.0,0.36665675189568775,0.1687643575801083,0.12516380859495718,0.2523722435785025,-0.9931974510669663,-0.9832860413542268,0.11525239888221767
safety_first_low_safeguards,42,0.0,0.36665675189568775,0.1686679837353044,0.1260368288132872,0.2579760143494678,-0.993152909741908,-0.9831222672765789,0.11600618634795816
safety_first_low_safeguards,43,0.0,0.36665675189568775,0.16886716733875715,0.12610491685037523,0.26312860073248384,-0.9931109990659173,-0.9833372115527849,0.11633112933724282
safety_first_low_safeguards,44,0.0,0.36665675189568775,0.16973299890315782,0.12645934824499266,0.26841456705562944,-0.9931789366455593,-0.9832849456870975,0.11656535728653078
safety_first_low_safeguards,45,0.0,0.36665675189568775,0.16880998146414072,0.12644153359917393,0.27398259676509,-0.9932384763933028,-0.9831440113514737,0.11634706855734482
safety_first_low_safeguards,46,0.0,0.36665675189568775,0.16869950075580997,0.12647349618945952,0.27940060242227144,-0.9929174974697518,-0.9830839636064781,0.11663996232618584
safety_first_low_safeguards,47,0.0,0.36665675189568775,0.16846076043807423,0.12839541031820229,0.2848114752450533,-0.9930982140209442,-0.982723165403713,0.11802036170097101
